"","NATCODE","COD_INE","PROVINCIA","MUN_NAME","POBLACION_MUNI","Area..km2.","POBLACION_CAPITAL","CAI_num","X2020_indGini","X2020_indP80.P20","X2020_indUnitCons.60.","X2020_income_mean_HH","X2020_income_mean_PP","Popul.Density..peopl.km2.","population_log","PV.20kw.capacity","PV.20kw.units","tot_units_PV","tot_cap_PV","cap_PV.20kW","wind.onshore","cogenNG.B_OilCoal","solar_therm","HP_gen","hydro.10MW","hydro.10MW.1","cogenWastBio","other_pow_plans","PoorHousing.","VulnerableAge.","Unemployed.","HigherEdu.","LowEdu.","X2021_POBLACION_MUNI","X..male","X..female","gender.ratio..m.f.","hydro_total","Renewable_profile","Income_level_PP","CCAA","Con_CAI"
"1",34132828079,28079,"Madrid","Madrid",3280782,605.772354,3280782,7,38.1,3.4,17.7,43003,17059,5415.86617206371,6.51597737353067,139600,12,247,8793146,8653546,0,106467400,0,0,0,0,21452000,29800000,15.1591844594502,0.30410889438164,0.501053435190188,0.0547984869299478,0.0072631849416509,3277451,46.6711172798617,53.3288827201383,"0.875156479928231",0,"Cogeneration/Biomass","Medium Income","Comunidad de Madrid","Con CAIs"
"2",34104646250,46250,"València/Valencia","València",792492,139.3405,754558,6,34.3,3.1,19.9,34367,13873,5687.44909053721,5.89899488682242,96200,9,45,5689460,5593260,0,17105000,0,0,0,0,0,0,15.3279111062008,0.313314960410323,0.546451556830921,0.0612400606299751,0.00523450433830478,788842,47.5134437567979,52.4865562432021,"0.9052497850428465",0,"Solar PV","Medium Income","Comunidad Valenciana","Con CAIs"
"3",34123636033,36033,"Pontevedra","Mos",15199,53.29,190,4,24.3,2,13.1,33821,11332,285.21298555076,4.18181501499947,0,0,0,0,0,0,4138000,0,0,0,0,0,0,7.80610245970407,0.310147407212424,0.533072437077962,0.0431813007513091,0.00538817636791379,15196,49.4472229534088,50.5527770465912,"0.9781306951314762",0,"None","Low Income","Galicia","Con CAIs"
"4",34160101046,1046,"Araba/Álava","Erriberagoitia/Ribera Alta",820,119.8185,141,3,30.4,2.4,NA,37028,15844,6.8436844059974,2.91381385238372,0,0,72,850000,850000,0,0,0,0,0,0,0,0,13,0.287092882991556,0.427385892116183,0.0424657534246575,0.00821917808219178,829,57.4185765983112,42.5814234016888,"1.348441926345609",0,"Solar PV","Medium Income","País Vasco","Con CAIs"
"5",34160101901,1901,"Araba/Álava","Iruña Oka/Iruña de Oca",3551,53.235,2478,3,28.4,2.3,NA,37186,14239,66.7042359350052,3.55035067230162,0,0,5,699000,699000,49980000,0,0,0,0,0,0,0,12,0.254393546528378,0.426304654442877,0.046624913013222,0.0170494084899095,3471,52.7225583405359,47.2774416594641,"1.1151736745886653",0,"Wind Onshore","Medium Income","País Vasco","Con CAIs"
"6",34101212040,12040,"Castelló/Castellón","Castelló de la Plana",171857,111.3254,144709,3,32,2.8,19.5,31914,12785,1543.73575123018,5.23516722631589,95000,5,23,4469130,4374130,0,17794000,0,0,0,0,0,54150000,12.168890375937,0.30214264613032,0.52649315707834,0.0550820161252043,0.0071742918946776,172637,48.3077208246204,51.6922791753796,"0.9345248767368893",0,"Solar PV","Medium Income","Comunidad Valenciana","Con CAIs"
"7",34024444050,44050,"Teruel","Calamocha",4485,316.627162,3918,3,28.4,2.5,18.5,29497,11912,14.1649249914952,3.65176244738011,0,0,15,48649900,48649900,0,6564000,0,0,90000,0,0,0,2.44897959183673,0.316356293470945,0.494123931623932,0.0548523206751055,0.00421940928270042,4457,49.4727395108818,50.5272604891182,"0.9791296625222025",90000,"Solar PV","Low Income","Aragón","Con CAIs"
"8",34074747186,47186,"Valladolid","Valladolid",295639,197.3739,290642,3,30.9,2.6,15.3,33294,14247,1497.8626859985,5.47076172460631,172000,23,85,18645145,18473145,0,48210000,0,0,0,0,1955000,2708000,9.03076085481774,0.357736153613344,0.556199393979063,0.0526099152387341,0.00679157265686932,297370,46.8742643844369,53.1257356155631,"0.8823268768198507",0,"Solar PV","Medium Income","Castilla y León","Con CAIs"
"9",34025050297,50297,"Zaragoza","Zaragoza",673010,973.9974,641743,3,30.5,2.6,15.4,34753,14220,690.977203840585,5.82802151728869,0,0,120,31799780,31799780,254600000,116224500,0,0,356000,0,6025000,0,8.76056476251882,0.323107289083251,0.51456379200829,0.055402868846182,0.00311594338546994,681430,47.8693336072671,52.1306663927329,"0.9182566984016169",356000,"Wind Onshore","Medium Income","Aragón","Con CAIs"
"10",34160101059,1059,"Araba/Álava","Vitoria-Gasteiz",253672,276.9839,248315,2,30.9,2.7,NA,35532,15110,915.836624439182,5.40427253298214,475000,19,133,4458030,3983030,0,49665500,0,0,0,0,1369000,0,13.4836803573861,0.330531758864295,0.512049291066929,0.0486271318868788,0.00794270893531639,252953,48.6714923325677,51.3285076674323,"0.9482350947726765",0,"Solar PV","Medium Income","País Vasco","Con CAIs"
"11",34100303066,3066,"Alacant/Alicante","Elda",52297,45.5975,50679,2,32.1,2.6,32.2,23708,9452,1146.92691485279,4.7184767764234,40000,2,48,1821000,1781000,0,0,0,0,0,0,0,0,9.11864594488458,0.318828451882845,0.616086124827617,0.0411919947217946,0.00921486694523862,52580,48.8132369722328,51.1867630277672,"0.9536300809987367",0,"Solar PV","Low Income","Comunidad Valenciana","Con CAIs"
"12",34090808184,8184,"Barcelona","Rubí",79007,32.1714,70698,2,28.4,2.5,15.6,35426,12850,2455.81479202024,4.89766557137519,40000,2,10,715820,675820,0,710000,0,0,0,0,831000,0,5.17829653766634,0.28520996622698,0.48335495028102,0.045972812105159,0.00487129134889102,78465,49.3965462308035,50.6034537691965,"0.9761497002971843",0,"Cogeneration/Biomass","Medium Income","Cataluña","Con CAIs"
"13",34101212001,12001,"Castelló/Castellón","Atzeneta del Maestrat",1287,71.157872,1032,2,29,2.5,15,27922,12380,18.0865442406709,3.10957854690439,29500,2,70,6539400,6509900,0,0,0,0,0,0,0,0,14,0.405572755417957,0.542284219703575,0.0755864465682016,0.00347523892267593,1292,50.7739938080495,49.2260061919505,"1.0314465408805031",0,"Solar PV","Medium Income","Comunidad Valenciana","Con CAIs"
"14",34101212011,12011,"Castelló/Castellón","Almenara",6388,27.626373,5418,2,26.7,2.2,13.4,27471,11375,231.228326642806,3.80536490746645,47000,5,2,151300,104300,0,0,0,0,0,0,0,0,7.54639175257732,0.298256836718375,0.455350414468726,0.0421405929517061,0.0113742308409472,6253,50.4397889013274,49.5602110986726,"1.0177476605356566",0,"Solar PV","Low Income","Comunidad Valenciana","Con CAIs"
"15",34011414042,14042,"Córdoba","Montilla",22490,169.0277,21156,2,27.7,2.3,23.7,25703,10067,133.055114635057,4.35198945543563,0,0,45,11500000,11500000,0,800000,0,0,0,0,0,0,12.5281727775114,0.306097183534509,0.541685977650754,0.0635437881873727,0.00631364562118126,22617,49.5070080028297,50.4929919971703,"0.9804728546409808",0,"Solar PV","Low Income","Andalucía","Con CAIs"
"16",34091717114,17114,"Girona","Olot",36716,29.0529,26852,2,28.5,2.4,13.8,35663,13473,1263.7636862413,4.5648553611852,60000,3,12,417900,357900,0,1995000,0,0,0,0,0,0,8.46026414929069,0.307094884055167,0.486161999476577,0.0388446859434634,0.00504560450223171,36181,50.4408391144523,49.5591608855477,"1.0177904188277285",0,"Solar PV","Medium Income","Cataluña","Con CAIs"
"17",34012121064,21064,"Huelva","San Juan del Puerto",9532,45.2832,9233,2,27.1,2.2,25.7,26557,9249,210.497491343368,3.97918403367442,0,0,1,40000,40000,0,49936000,0,0,0,0,90950000,0,2.59459459459459,0.267669331089609,0.553057199211045,0.0419037765131919,0.0107346094154165,9508,49.9684476230543,50.0315523769457,"0.9987387008618878",0,"Cogeneration/Biomass","Low Income","Andalucía","Con CAIs"
"18",34172626146,26146,"La Rioja","Soto en Cameros",81,49.046381,60,2,28.872,NA,NA,28075.6594,14317,1.65149799737518,1.90848501887865,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.380952380952381,0.55952380952381,0.273809523809524,0.523809523809524,84,57.1428571428571,42.8571428571429,"1.3333333333333333",0,"None","Medium Income","La Rioja","Con CAIs"
"19",34143030030,30030,"Murcia","Murcia",462979,885.1149,169003,2,33.7,2.9,23.4,33461,11778,523.072202264361,5.66556129254937,0,0,523,163895363,163895363,45000,2260000,0,0,156000,0,3627000,0,10.0044928088227,0.286797106429625,0.513196736002024,0.0666765435179265,0.00616523452323399,459778,49.0184393337654,50.9815606662346,"0.9614935026151654",156000,"Solar PV","Low Income","Región de Murcia","Con CAIs"
"20",34153131109,31109,"Navarra","Galar",2299,41.182401,286,2,26.01,4.524390697,NA,45953,14747,55.8248170134616,3.36153897126928,35000,2,6,683840,648840,12520000,0,0,0,0,0,0,0,2,0.284460052677788,0.409518539014942,0.0634834508952794,0.00434074877916441,2278,52.0632133450395,47.9367866549605,"1.086080586080586",0,"Wind Onshore","Medium Income","Navarra","Con CAIs"
"21",34153131201,31201,"Navarra","Pamplona/Iruña",203418,25.1367,203418,2,33.22,8.104710579,NA,38193,14264,8092.47037200587,5.30838938002624,67600,8,889,8780800,8713200,0,3600000,0,0,0,0,0,0,12.5126133560854,0.327683255073774,0.528306314970005,0.0654166454366865,0.00463096633208218,203596,47.2180200003929,52.7819799996071,"0.8945859931882898",0,"Solar PV","Medium Income","Navarra","Con CAIs"
"22",34153131206,31206,"Navarra","Puente la Reina/Gares",2905,39.707085,2865,2,31.97,7.516477108,NA,32857,12309,73.1607470052259,3.46314613672635,0,0,1,5000,5000,19800000,0,0,0,15150000,0,0,0,4,0.309945504087193,0.514226804123711,0.0483150629313845,0.00527811611855461,2936,51.5326975476839,48.4673024523161,"1.0632466619817287",15150000,"Wind Onshore","Medium Income","Navarra","Con CAIs"
"23",34153131243,31243,"Navarra","Urroz-Villa",399,11.2582,371,2,31.91,7.187456608,NA,41778,15852,35.4408342363788,2.60097289568675,0,0,0,0,0,0,0,0,0,150000,0,0,0,2,0.312807881773399,0.476190476190476,0.312865497076023,0.421052631578947,406,52.2167487684729,47.7832512315271,"1.092783505154639",150000,"Hydro","Medium Income","Navarra","Con CAIs"
"24",34033333044,33044,"Asturias","Oviedo",215167,186.651726,181917,2,32.6,2.9,17,33416,14657,1152.77262424029,5.33277566468548,0,0,4,10400,10400,0,8085500,0,0,2284000,0,0,0,12.4190737519828,0.331459173712033,0.550727921301248,0.0543000120017324,0.00443542285234216,217164,46.2516807573999,53.7483192426001,"0.8605232946659584",2284000,"Hydro","Medium Income","Asturias","Con CAIs"
"25",34073737328,37328,"Salamanca","Trabanca",175,29.697712,175,2,33.3,3,NA,19688,10951,5.89270984916279,2.24303804868629,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.485549132947977,0.641509433962264,0.20125786163522,0.685534591194969,173,48.5549132947977,51.4450867052023,"0.9438202247191011",0,"None","Low Income","Castilla y León","Con CAIs"
"26",34053838023,38023,"Santa Cruz de Tenerife","San Cristóbal de La Laguna",157815,102.4522,31211,2,34.2,3.1,25.7,31013,11481,1540.37687819295,5.19814827965685,0,0,18,1267300,1267300,0,0,0,0,0,0,0,0,10.7323538820725,0.258998083697515,0.55294356652591,0.0636866379279428,0.0081553899452721,158117,48.188366842275,51.811633157725,"0.9300684789375389",0,"Solar PV","Low Income","Canarias","Con CAIs"
"27",34104646184,46184,"València/Valencia","Ontinyent",35946,125.429562,30105,2,29.8,2.3,21.6,28632,11148,286.583158123441,4.55565056997401,447600,18,152,3971350,3523750,0,18991000,0,0,0,0,0,0,9.67901358014133,0.293465545094981,0.525304208075043,0.0536650061460827,0.00721356019926247,35902,49.4095036488218,50.5904963511782,"0.9766558387931509",0,"Solar PV","Low Income","Comunidad Valenciana","Con CAIs"
"28",34160101018,1018,"Araba/Álava","Zigoitia",1822,102.0912,271,1,27.9,2.2,NA,47234,18930,17.8467879699719,3.26054837263698,0,0,5,24400,24400,0,0,0,0,0,0,0,0,3,0.317073170731707,0.449577098243331,0.0500320718409237,0.00384862091084028,1804,53.9911308203991,46.0088691796009,"1.1734939759036145",0,"Solar PV","High Income","País Vasco","Con CAIs"
"29",34080202003,2003,"Albacete","Albacete",172357,1126.9896,165214,1,31.9,2.8,19.8,32861,12529,152.935750250047,5.23642892626813,398000,22,762,63754650,63356650,55000000,4330000,0,0,0,0,1063000,0,8.19605203329009,0.286101177042464,0.505699245627124,0.065854091070308,0.00898289362398712,172806,48.8680948578174,51.1319051421826,"0.9557260720469901",0,"Solar PV","Medium Income","Castilla-La Mancha","Con CAIs"
"30",34100303005,3005,"Alacant/Alicante","Albatera",12864,61.5427,11935,1,29.9,2.5,33.2,24710,8826,209.025603361568,4.10937603140438,20000,1,3,883500,863500,0,0,0,0,0,0,0,0,28.9226635838478,0.292899874055416,0.528202630297126,0.0654967395473725,0.00815113156885309,12704,50.5352644836272,49.4647355163728,"1.0216422660725653",0,"Solar PV","Low Income","Comunidad Valenciana","Con CAIs"
"31",34100303043,3043,"Alacant/Alicante","Biar",3612,98.165159,3361,1,27.7,2.2,14.1,30407,12321,36.7951321710791,3.55774774164147,20000,2,40,1885000,1865000,0,0,0,0,0,0,0,0,4.34224598930481,0.323788546255507,0.487812804679883,0.0591069707677482,0.00224863475746868,3632,49.0088105726872,50.9911894273128,"0.9611231101511879",0,"Solar PV","Medium Income","Comunidad Valenciana","Con CAIs"
"32",34100303047,3047,"Alacant/Alicante","Calp",24096,23.509119,12135,1,34.7,3,35.9,23413,8996,1024.96397249084,4.38194495452061,35000,3,3,199500,164500,0,0,0,0,0,0,0,0,10.6352906100958,0.336159030220828,0.670342596676959,0.0290220820189274,0.00548410579956321,23593,50.2691476285339,49.7308523714661,"1.0108241711412256",0,"Solar PV","Low Income","Comunidad Valenciana","Con CAIs"
"33",34100303049,3049,"Alacant/Alicante","Callosa de Segura",19315,24.9077,17296,1,31.8,2.6,34.9,26191,8836,775.463009430819,4.28589471248084,0,0,9,381100,381100,0,0,0,0,0,0,0,0,8.63992014106396,0.311040780325828,0.558391087505667,0.0431480181272739,0.00887215165634774,19274,51.0532323337138,48.9467676662862,"1.0430358278566885",0,"Solar PV","Low Income","Comunidad Valenciana","Con CAIs"
"34",34100303055,3055,"Alacant/Alicante","Catral",8976,20.0231,7197,1,30.4,2.5,32.6,22750,8333,448.282234019707,3.95308284391209,133800,7,9,2557300,2423500,0,0,0,0,0,0,0,0,8.02941176470588,0.317225950782998,0.579331800351684,0.0422723029737298,0.00853447126283505,8940,50.2013422818792,49.7986577181208,"1.0080862533692723",0,"Solar PV","Low Income","Comunidad Valenciana","Con CAIs"
"35",34100303059,3059,"Alacant/Alicante","Crevillent",29881,104.5501,24081,1,30.8,2.5,33.8,24422,8838,285.805561161587,4.47539512752136,40000,2,152,13572900,13532900,0,9293000,0,0,0,0,0,0,11.1197769498194,0.298830034728076,0.584053755070267,0.0415538219006427,0.0133392618941752,29659,50.6186992144037,49.3813007855963,"1.025058036323911",0,"Solar PV","Low Income","Comunidad Valenciana","Con CAIs"
"36",34100303133,3133,"Alacant/Alicante","Torrevieja",83547,71.7602,60869,1,36.4,3.5,42.4,20026,8417,1164.25260799162,4.92193085989264,0,0,5,216450,216450,0,0,0,0,0,0,0,0,5.00131490691552,0.334989252448053,0.688249400479616,0.0270068965517241,0.00906206896551724,83740,49.2190112252209,50.7809887747791,"0.9692408992568903",0,"Solar PV","Low Income","Comunidad Valenciana","Con CAIs"
"37",34010404014,4014,"Almería","Almócita",201,30.825201,195,1,30.1,2.4,NA,23279,11046,6.5206387461999,2.30319605742049,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.263959390862944,0.489010989010989,0.316939890710383,0.442622950819672,197,53.2994923857868,46.7005076142132,"1.141304347826087",0,"None","Low Income","Andalucía","Con CAIs"
"38",34040707015,7015,"Illes Balears","Ciutadella de Menorca",30811,186.34209,22903,1,30.3,2.6,18.5,31019,11817,165.346433540592,4.48870579398179,20000,1,43,3603140,3583140,0,0,0,0,0,0,0,0,5.42964873982933,0.272183579275824,0.574071242929216,0.0484782281151123,0.00858821756817839,30766,49.8244815705649,50.1755184294351,"0.9930038219861372",0,"Solar PV","Low Income","Illes Balears","Con CAIs"
"39",34040707016,7016,"Illes Balears","Consell",4230,13.702117,3581,1,27.7,2.2,13.3,34856,12448,308.711420286369,3.62634036737504,0,0,7,2563710,2563710,0,0,0,0,0,0,0,0,3,0.284905660377358,0.468097447795824,0.0509298998569385,0.00772532188841202,4240,49.9764150943396,50.0235849056604,"0.9990570485619991",0,"Solar PV","Medium Income","Illes Balears","Con CAIs"
"40",34040707018,7018,"Illes Balears","Deià",674,15.20553,468,1,39.3,2.9,19.3,32350,13351,44.3259787721967,2.82865989653532,0,0,1,9000,9000,0,0,0,0,0,0,0,0,4,0.274052478134111,0.638157894736842,0.0326797385620915,0.00326797385620915,686,48.8338192419825,51.1661807580175,"0.9544159544159544",0,"Solar PV","Medium Income","Illes Balears","Con CAIs"
"41",34040707040,7040,"Illes Balears","Palma",415940,208.62973,308941,1,33.5,2.9,19.1,36510,12998,1993.67558976374,5.6190306874819,40000,2,70,25268611,25228611,0,7374000,0,0,0,0,2130000,74800000,12.2510949740687,0.271741868057632,0.532025627135134,0.0477870254496172,0.00826279175250971,424837,48.9288833128941,51.0711166871059,"0.9580539155363209",0,"Solar PV","Medium Income","Illes Balears","Con CAIs"
"42",34040707046,7046,"Illes Balears","Sant Antoni de Portmany",27431,126.798946,21302,1,30.7,2.6,20.9,33410,11134,216.334605809736,4.43824164014429,0,0,5,3198560,3198560,0,0,0,0,0,0,0,0,9.64537557485948,0.240627945761729,0.605642793310354,0.0323260420617862,0.0120116323176128,27582,52.7010369081285,47.2989630918715,"1.1142112524911851",0,"Solar PV","Low Income","Illes Balears","Con CAIs"
"43",34040707053,7053,"Illes Balears","Santa Eugènia",1771,20.251605,1071,1,30.1,2.5,13,39241,14805,87.4498589124171,3.24821856119007,0,0,1,23250,23250,0,0,0,0,0,0,0,0,1,0.285231116121759,0.469127516778523,0.0570291777188329,0.00795755968169761,1774,50.2254791431792,49.7745208568207,"1.0090600226500566",0,"Solar PV","Medium Income","Illes Balears","Con CAIs"
"44",34040707059,7059,"Illes Balears","ses Salines",5039,39.118899,1827,1,35.2,2.8,23.9,30498,12522,128.812418774874,3.70234435835577,0,0,4,3659500,3659500,0,0,0,0,0,0,0,0,1.35714285714286,0.293766182035451,0.634642356241234,0.0301065308012969,0.00625289485873089,5021,50.4481179047998,49.5518820952002,"1.0180868167202572",0,"Solar PV","Medium Income","Illes Balears","Con CAIs"
"45",34090808008,8008,"Barcelona","Argençola",216,47.255163,86,1,27,2.2,NA,35631,14818,4.57092910673062,2.33445375115093,0,0,1,15000,15000,0,0,0,0,0,0,0,0,5,0.282511210762332,0.421875,0.487046632124352,0.347150259067358,223,52.0179372197309,47.9820627802691,"1.0841121495327102",0,"Solar PV","Medium Income","Cataluña","Con CAIs"
"46",34090808010,8010,"Barcelona","Artés",5902,17.8555,5721,1,25.1,2.1,10.2,35975,13985,330.542409901711,3.77099920516394,6000,1,11,490850,484850,0,0,0,0,0,0,0,0,2.4,0.308584285219799,0.475150758993554,0.0561568307126812,0.00775985297120686,5778,50.2422983731395,49.7577016268605,"1.0097391304347827",0,"Solar PV","Medium Income","Cataluña","Con CAIs"
"47",34090808012,8012,"Barcelona","Avinyó",2270,63.6013,2100,1,24.8,2.1,10.3,37021,14176,35.6910943644234,3.35602585719312,0,0,2,101450,101450,0,0,0,0,0,0,0,0,3,0.325672159583695,0.481083844580777,0.0646138313982837,0.00656234225138819,2306,50,50,"1",0,"Solar PV","Medium Income","Cataluña","Con CAIs"
"48",34090808019,8019,"Barcelona","Barcelona",1636193,100.7644,1636193,1,35.7,3.1,16,40424,16750,16237.8081941638,6.21383453032022,118500,10,143,10513395,10394895,0,28005500,0,0,1964000,0,7230000,0,18.9213016560745,0.308978660681425,0.519750239366885,0.0545008551813642,0.003085785249485,1627559,47.5727761635676,52.4272238364323,"0.9074059750329316",1964000,"Solar PV","Medium Income","Cataluña","Con CAIs"
"49",34090808033,8033,"Barcelona","Caldes de Montbui",17932,37.5582,13305,1,29.1,2.5,11.5,39974,14697,477.445670985298,4.25362873019375,20000,1,9,483320,463320,0,0,0,0,0,0,0,0,8.3683700551881,0.296710711273545,0.468019349637194,0.0549006622516556,0.00304635761589404,17785,49.7441664323868,50.2558335676132,"0.9898187513985232",0,"Solar PV","Medium Income","Cataluña","Con CAIs"
"50",34090808034,8034,"Barcelona","Calders",1101,33.021,938,1,25.1,2.2,6.6,41677,15516,33.3424184609794,3.04178731897175,0,0,3,21200,21200,0,0,0,0,444000,0,0,0,27,0.292568203198495,0.411299435028249,0.0546265328874025,0.00334448160535117,1063,50.7996237064911,49.2003762935089,"1.0325047801147227",444000,"Hydro","Medium Income","Cataluña","Con CAIs"
"51",34090808035,8035,"Barcelona","Calella",19363,7.86414,18039,1,33.3,3,26.2,28968,11559,2462.18912684667,4.28697264545737,13800,1,2,21800,8000,0,220000,0,0,0,0,0,0,6.61081536069986,0.315187438257162,0.597930570011633,0.0408459214501511,0.00598187311178248,19233,48.588363749805,51.411636250195,"0.9450849514563107",0,"Solar PV","Low Income","Cataluña","Con CAIs"
"52",34090808046,8046,"Barcelona","Cardedeu",18785,12.2075,18430,1,29,2.4,10.2,40847,14924,1538.80810976858,4.2738111993994,0,0,3,7700,7700,0,0,0,0,0,0,0,0,6.45954250597474,0.295219187637495,0.443728211537197,0.0583776078787093,0.00285084877543087,18637,48.6988249181735,51.3011750818265,"0.9492730885890597",0,"Solar PV","Medium Income","Cataluña","Con CAIs"
"53",34090808055,8055,"Barcelona","Castellcir",778,33.961974,631,1,29.4,2.2,14.6,37837,14665,22.9079734882313,2.89097959698969,0,0,1,80000,80000,0,0,0,0,0,0,0,0,6,0.275537634408602,0.4189852700491,0.0645161290322581,0.00645161290322581,744,52.1505376344086,47.8494623655914,"1.0898876404494382",0,"Solar PV","Medium Income","Cataluña","Con CAIs"
"54",34090808062,8062,"Barcelona","Castellnou de Bages",1431,29.1374,2,1,23.6,1.9,5.8,43795,15260,49.1121376649941,3.15563963375978,0,0,1,6000,6000,0,0,0,0,0,0,0,0,0,0.266247379454927,0.423641069887834,0.0459574468085106,NA,1431,52.9699510831586,47.0300489168414,"1.12630014858841",0,"Solar PV","Medium Income","Cataluña","Con CAIs"
"55",34090808070,8070,"Barcelona","Collsuspina",398,15.138,172,1,28.3,2.3,NA,25237,9064,26.2914519751618,2.59988307207369,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.360103626943005,0.421052631578947,0.361563517915309,0.351791530944625,386,50,50,"1",0,"None","Low Income","Cataluña","Con CAIs"
"56",34090808121,8121,"Barcelona","Mataró",128956,22.301688,128956,1,31.8,2.7,21.3,33263,12201,5782.34257424819,5.11044155357958,0,0,23,678800,678800,0,232000,0,0,0,0,1600000,13179000,12.3295676754313,0.299616952731813,0.520041138536802,0.0451237795736278,0.00575931546421911,129749,49.7075121966258,50.2924878033742,"0.9883685291323138",0,"Cogeneration/Biomass","Medium Income","Cataluña","Con CAIs"
"57",34090808169,8169,"Barcelona","El Prat de Llobregat",65030,33.6385,64772,1,27.5,2.3,13.6,35752,13381,1933.2015399022,4.8131137540079,7500,1,16,8239000,8231500,0,18373000,0,0,0,0,8139000,0,7.15297337874132,0.313175474265099,0.500637638914192,0.0424390770670602,0.00305964508117058,65417,48.9215341577877,51.0784658422123,"0.9577721912970611",0,"Solar PV","Medium Income","Cataluña","Con CAIs"
"58",34090808187,8187,"Barcelona","Sabadell",215760,37.528259,194300,1,30.6,2.7,16.5,35249,13520,5749.26750532179,5.33397093344484,53400,4,16,470900,417500,0,925000,0,0,0,0,640000,0,13.7308078765089,0.307696566232544,0.509017958438252,0.0475958938161396,0.00419031801618217,216759,48.6258932731743,51.3741067268257,"0.946505863970258",0,"Cogeneration/Biomass","Medium Income","Cataluña","Con CAIs"
"59",34090808212,8212,"Barcelona","Sant Feliu Sasserra",611,23.0437,552,1,25,2.1,9.1,36958,14039,26.5148391968304,2.78604121024255,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.396747967479675,0.474708171206226,0.0403071017274472,NA,615,53.3333333333333,46.6666666666667,"1.1428571428571428",0,"None","Medium Income","Cataluña","Con CAIs"
"60",34090808220,8220,"Barcelona","Sant Julià de Vilatorta",3193,16.199298,3028,1,28.2,2.1,5.1,52319,18375,197.107306748725,3.50419891853945,39200,2,10,295400,256200,0,0,0,0,0,0,0,0,0,0.293092522179975,0.399082568807339,0.0622876557191393,0.00339750849377123,3156,49.7148288973384,50.2851711026616,"0.9886578449905482",0,"Solar PV","High Income","Cataluña","Con CAIs"
"61",34090808279,8279,"Barcelona","Terrassa",224114,70.1173,217814,1,29.8,2.6,16.3,35192,13243,3196.27253188585,5.35046898698056,20000,1,29,2256450,2236450,0,13453000,0,0,0,0,1218000,0,9.71919987128064,0.297817374739415,0.497072452706755,0.0494519966243637,0.00504732878589973,222576,49.1971281719503,50.8028718280497,"0.9683926597391113",0,"Solar PV","Medium Income","Cataluña","Con CAIs"
"62",34090808301,8301,"Barcelona","Viladecans",66720,20.064806,66658,1,27,2.3,11.9,37205,13460,3325.22527254936,4.82425603762968,15000,1,5,128300,113300,0,0,0,0,0,0,0,0,8.58356793472103,0.28938781619518,0.466125496022758,0.0503434127196503,0.0034965658728035,66810,49.3773387217482,50.6226612782518,"0.975399899470743",0,"Solar PV","Medium Income","Cataluña","Con CAIs"
"63",34070909026,9026,"Burgos","Arlanzón",416,77.743695,220,1,29.9,2.6,NA,31052,16910,5.35091623828788,2.61909333062674,0,0,1,1250,1250,0,0,0,0,36000,0,0,0,2,0.370283018867925,0.545685279187817,0.310606060606061,0.492424242424242,424,59.4339622641509,40.5660377358491,"1.4651162790697674",36000,"Hydro","Medium Income","Castilla y León","Con CAIs"
"64",34070909905,9905,"Burgos","Valle de Sedano",417,264.3079,140,1,28.9,2.5,NA,36220,13917,1.57770539586596,2.62013605497376,0,0,0,0,0,94500000,0,0,0,0,0,0,0,0,0.321951219512195,0.527131782945736,0.358247422680412,0.422680412371134,410,58.780487804878,41.219512195122,"1.4260355029585798",0,"Wind Onshore","Medium Income","Castilla y León","Con CAIs"
"65",34011111012,11012,"Cádiz","Cádiz",113066,12.300063,113066,1,31.7,2.9,19.2,32464,12997,9192.31064101054,5.05333202815887,0,0,18,1163800,1163800,0,0,0,0,0,0,0,0,29.0515195307487,0.329651701298474,0.624052274541101,0.058661063928427,0.00749662158829738,114442,47.2614949057164,52.7385050942836,"0.89614779222931",0,"Solar PV","Medium Income","Andalucía","Con CAIs"
"66",34101212033,12033,"Castelló/Castellón","Cabanes",3079,131.5595,2272,1,29.2,2.8,25.2,25236,10715,23.4038590903736,3.4884096889032,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55172413793103,0.339867109634551,0.5279307631786,0.0353260869565217,0.00659937888198758,3010,50.8970099667774,49.1029900332226,"1.0365358592692828",0,"None","Low Income","Comunidad Valenciana","Con CAIs"
"67",34101212061,12061,"Castelló/Castellón","Forcall",465,39.206431,448,1,27.8,2.5,NA,32569,14656,11.8602991432707,2.66745295288995,0,0,3,184000,184000,0,0,0,0,0,0,0,0,12,0.36283185840708,0.491358024691358,0.223587223587224,0.621621621621622,452,48.2300884955752,51.7699115044248,"0.9316239316239316",0,"Solar PV","Medium Income","Comunidad Valenciana","Con CAIs"
"68",34101212087,12087,"Castelló/Castellón","Palanques",38,14.321458,35,1,28.872,NA,NA,28075.6594,13439,2.65336113124795,1.57978359661681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222222222,NA,NA,NA,36,58.3333333333333,41.6666666666667,"1.4",0,"None","Medium Income","Comunidad Valenciana","Con CAIs"
